rank,node,pagerank
825,1442867057,0.00012485688718420616
826,1280874586,0.00012479082393636938
827,1388041461,0.00012477854798617803
828,1387084945,0.0001246956056385149
829,1494984098,0.00012453233453977086
830,1262028602,0.00012441739143536325
831,1127909591,0.0001240028765607175
832,1123608447,0.0001238324153630643
833,1186612636,0.0001237512057507126
834,1361280860,0.00012358041319988344
835,1450961475,0.00012357082216560392
836,1103298909,0.00012356052418394778
837,1197583699,0.00012354696192081683
838,1368133866,0.0001234553197390941
839,1445560740,0.00012341838526435257
840,1125197211,0.00012335096242951365
841,1182659535,0.00012305480174322117
842,1374914422,0.0001230257589901402
843,1132780731,0.00012292130510655584
844,1411839205,0.00012291402275136433
845,1307852259,0.00012286038095237853
846,1096488046,0.00012281559402707828
847,1130208005,0.00012242942251970026
848,1044192149,0.00012234981432564807
849,1117262595,0.0001222591912572909
850,1106112253,0.00012208369451835105
851,1071324218,0.00012204643237073537
852,1104262472,0.0001220238159062171
853,1134539564,0.00012198259405428516
854,1189969343,0.00012198016596524764
855,1112358782,0.00012197351092952889
856,1290095668,0.00012195504501612685
857,1148081872,0.00012194049248669375
858,1425156912,0.00012173769725923646
859,1435008890,0.00012161479359531065
860,1056710252,0.00012155335997907532
861,1067357729,0.00012139822278072475
862,1313288098,0.00012139019276518774
863,1050154768,0.00012137206260128336
864,1139289174,0.00012128662957481863
865,1035772244,0.00012111492722566461
866,1111821123,0.00012110201650652878
867,1189717970,0.00012098963245377776
868,1222069928,0.00012089606297221169
869,1129940641,0.00012082805887715154
870,1452286723,0.00012079960314260925
871,1066416514,0.00012076942698708917
872,1076401806,0.00012054756046394416
873,1206968040,0.00012049134673755374
874,1143192480,0.00012043074300263415
875,1149272020,0.00012031788736039033
876,1051211088,0.00012030199865555987
877,1031708047,0.00012027955030221557
878,1373148972,0.00012016365257030146
879,1360265128,0.00011980643298843653
880,1133697517,0.00011978932097748067
881,1304801531,0.00011975233173794151
882,1147039908,0.00011974452781336411
883,1315051508,0.00011967546731089684
884,1189023220,0.000119599834191362
885,1161947443,0.00011944110707580017
886,1074003058,0.00011937115754917991
887,1094025818,0.00011936702174646236
888,1017896480,0.00011926738926538572
889,1122538960,0.00011922307179187638
890,1365815668,0.00011915816182555557
891,1092247985,0.00011906468381700401
892,1260799916,0.00011903033122383427
893,1345215442,0.00011903000989949168
894,1291481328,0.0001188973614057339
895,1099361590,0.00011887702359248417
896,1218506939,0.00011859352245850159
897,1073052606,0.00011848490801901069
898,1143051922,0.00011844434553567591
899,1114697377,0.00011838916717590015
900,1186927789,0.000118301857508505
901,1117267783,0.00011828111195134887
902,1103768784,0.00011821821816884146
903,1178221570,0.0001181354921034222
904,1134944790,0.00011808824001842072
905,1311418174,0.00011749440778724172
906,1078720904,0.00011736388065159849
907,1115408537,0.00011734237167838642
908,1142800181,0.0001172363272591314
909,1240481111,0.0001172128747988095
910,1063757368,0.00011712486542319948
911,1212591193,0.00011711314905781283
912,1161985787,0.00011708270799539824
913,1055856302,0.00011707350110744136
914,1055875472,0.00011701265167945763
915,1170941803,0.00011700841713451394
916,1076961310,0.00011696749287768016
917,1173955774,0.00011694974959976064
918,1126211001,0.00011675140863604168
919,1435014148,0.00011671346083032834
920,1084526681,0.0001164681858013558
921,1116127952,0.00011637016418124981
922,1165246785,0.00011631333744050464
923,1112679385,0.00011628466971912353
924,1141436522,0.00011613613128734001
925,1045922304,0.00011608919675408883
926,1105605372,0.00011606995308497843
927,1083218237,0.0001158984496257358
928,1314109152,0.00011564139366243007
929,1122744896,0.00011555585878634618
930,1106970834,0.00011549790742095697
931,1117703338,0.0001154690013740106
932,1129299085,0.00011537435471488187
933,1265503022,0.00011536363159177239
934,1222547002,0.00011526973777862642
935,1068297649,0.00011517370092754993
936,1050296615,0.00011491079727166765
937,1488957636,0.00011485425801578315
938,1236385923,0.00011472791675626017
939,1114245674,0.00011472005576162584
940,1139601981,0.00011439903784200754
941,1129363459,0.00011424859358058735
942,1146191785,0.00011417254818841391
943,1102621369,0.00011406101257841127
944,1294181410,0.00011403041976082104
945,1138945311,0.00011394027205355515
946,1252445718,0.00011391563487419827
947,1278113940,0.00011368247444294947
948,1000752253,0.00011366814210997828
949,1185543476,0.00011364199210365417
950,1070887648,0.00011360996512191415
951,1287638692,0.0001135221543452753
952,1137865971,0.0001135132650573535
953,1270799571,0.00011350637578715506
954,1099459378,0.00011331968286976021
955,1076864912,0.00011319152153488484
956,1240532940,0.00011313968493368058
957,1311149589,0.0001130308638663876
958,1370839503,0.00011295838479189477
959,1424427100,0.00011295736982323684
960,1077599058,0.00011294368470628109
961,1003852260,0.00011276562105916354
962,1498833258,0.0001127486445640556
963,1151051196,0.00011264470723032616
964,1198372498,0.00011261423931694532
965,1100373424,0.0001125577384007187
966,1125961848,0.00011249823928222577
967,1042743929,0.00011199908281518205
968,1086377869,0.00011182429430664534
969,1005163958,0.00011169418470143143
970,1376902893,0.00011169332145640486
971,1128515065,0.00011165994440088278
972,1186656335,0.00011162233327194742
973,1181859065,0.00011161511200513578
974,1479986004,0.00011156982523259503
975,1108843535,0.00011145668611721938
976,1096165964,0.00011141467348769634
977,1356716818,0.00011141370081331112
978,1044633324,0.00011139167212828284
979,1254611017,0.00011134052459145329
980,1253249120,0.00011130017748493014
981,1142937682,0.00011118042718484907
982,1237534278,0.00011115116633375781
983,1450971012,0.00011112345513431824
984,1147066194,0.00011092305413906282
985,1358210916,0.00011090555567558151
986,1102485645,0.00011082838451299934
987,1131953758,0.00011082394874775089
988,1149163243,0.00011074467425781813
989,1307155499,0.00011066512014520383
990,1159428492,0.00011064586619323729
991,1119062226,0.0001106118423695273
992,1122165840,0.00011055064251232959
993,1091448017,0.00011055023618614764
994,1059075527,0.0001103129828590407
995,1151577477,0.00011030180285332316
996,1251464313,0.0001101342418343658
997,1109694082,0.00011008745799579892
998,1033519721,0.00010982414319587865
999,1419866840,0.00010980291635858984
1000,1489391482,0.00010975896734624274
